Rating,Reviews,llama_cluster
4,"Service was pretty quick ( there's a flipside to that), the place was clean and the customer section was small w/ 2 chairs/stools and a counter that runs along the wall. There's a huge chicken nugget on the wall opposite the entrance.

I bought the brown sugar Boba tea w/ pudding and boba. Tastes great, no complaints. Was my first time getting milk tea with milk pudding so I'm glad it was good. The milk tea added texture- soft and smooth whereas the boba is soft and gummy- more than anything else.

My friend bought the taro milk tea w/ pudding- and it was bad. She tried to like it. I tried to like it (and Taro milk tea is both of our favorite drinks to get w/ boba). It just wasn't good. The pudding was fine I guess, it was just seemed to be the only Taro thing about the drink. The tea itself was light tan and opaque/milky. It needed flavor and sugar, and even the tasty boba couldn't help it. The worst thing was that there was something grainy in the drink. At first I assumed it was simply large granules of sugar, but then I actually came across those. Then I guessed it must've been undissolved Taro powder or something, which didn't help regardless. Having worked in a store that mostly slings beverages I totally understand the need for speed, but not at the cost of quality. I noticed they may have been getting mobile orders and only saw one guy making drinks so maybe he was feeling the pressure, but making sure any ingredient that can be dissolved is 90-100% dissolved can really improve the customer experience, especially when the drinking experience is just as based on texture as flavor.

We would've gone back to swap the drink, but like I said- she tried to like it and give it a shot, and we were heading to an appointment.

Overall I would go back, I'd just never get a Taro tea here again.",0
1,"When we got our drinks, we asked if they could put some milk in it. To which they rudely said not to. After we kindly asked for a refund or if we could just change our drink they said no  throw it away. Not only did we have a bad experience the boba was not even good. That is why this place get 1/5 stars",0
5,"I absolutely love this store, perfect location, the staff was extremely nice and the drink I picked out was amazing! Love the way they make their tapioca, they’re huge, super soft and chewy with a great flavor! I’m not going to give less than 5 stars because of the service and quality but my only tiny issue is that there’s a $10 minimum purchase with a card. If they could fix this tiny issue I’d be the happiest. I’ll be returning almost daily for sure!",0
1,Absolute worst boba I’ve ever tasted. Ordered the brown sugar and it was a straight up thick cup of cream with mushy boba that all gooped together. Also got a matcha tea boba which was better but still not great. Would not recommend. Couldn’t take more than a few sips of the brown sugar before I had to throw it away. If you’re lactose intolerant be warned,0
5,"Excellent customer service, the staff was welcoming and super friendly! They didn’t rush me, allowed me to take my time to decide my order. The boba and chicken were delicious!",0
5,Chocolate boba + pearl + jelly less sweet. What a perfect combination.,1
5,Excellent service. I had mistakenly placed an order to another store location but the manager at this store was amazing and made me my order again. Not to mention that their boba is amazing (softest boba in town). Would totally recommend!,0
5,"I got the signature drink and it was SO GOOD. Not overly sweet like most boba (and particularly brown sugar boba drinks) are. Staff could not have been more friendly, and the place was very clear.",0
4,"Pretty good. Not the boba tea you'd normally expect, but still amazing!",0
5,"Good service,the food is amazing",0
1,Worst tasting boba I've had. Just tasted like milk.,1
5,Super nice and understanding. I am definitely coming back here!,0
4,Nice shop- Their tea is super sweet at baseline and would recommend doing the slightly less sugar. Their tea flavored popcorn is a great treat too!,0
4,Affordable.The boba was really good. I came twice while I was in Manhattan. Though the second time I went they had run out of tapioca the girls in the kitchen offered a bunch of substitutes.,0
4,"First time at this spot for the Chunky Boss (Chicken) and it was everything they advertised and more. The chicken alone was hung and enough for a meal on its own, It was savory with a slight sweat underline heat but not spicy.... I got the original.
Can't wait to go back to try the other menu items.",0
5,One of the best boba joints have come to midtown! Very happy for the new addition.,0
5,Super fast service. Excellent brown sugar boba tea! Hello kitty large cup was a nice touch! Very well priced!,0
5,The pudding milk was not quite what I expected but it was still pretty tasty.,0
5,Great boba. Fast service. No line at this location,0
1,"The boba was horrible, the survive was atrocious we had a very bad time there. I do not recommend this bubble tea shop.",0
4,"Love the brown sugar bubble tea, I had tried it in their Singapore store and had loved it. This one’s just as good!",0
5,I LOVE Tiger Sugar and I’m so happy that this location opened!  It’s consistently good and the boba is always deliciously fresh and chewy.,0
1,I order grab yesterday they forgot to put straw inside,1
3,"I tried the jumbo Boba, turns out it is just a jello ball. The jello fell apart in my mouth and it was just a weird texture for the jumbo Boba.",0
4,"Fruit tea was OK. If you're looking for Taiwanese fried street food, give it a try",0
5,Great service! Great boba!! Thank you!!!,1
5,Def the better serviced Tiger Suger location,1
5,"It's a great place to get boba! The staff are super friendly too, 10/10 :)",0
5,Best milk tea! The brown sugar is great (and kids-friendly),0
5,"Best bubble tea in the city! After trying this, you won't go elsewhere. Taste of Taiwan!",0
4,It was good. But I was given way too much ice. And they gave me a hello kitty cup. Idk,0
5,The signature drink is delicious.,1
1,"I had an awful experience here. They did not allow us to order off the menu, gave us one option. Gave no explanation.",0
5,"Best bubble tea ever, the Boba was soft and just perfect...a must try",0
5,Great pastries and drinks!,0
5,Get the brown sugar boba milk + pearl with cream mousse!! Absolutely delicious!,1
5,The brown sugar bubble tea here is top notch!,1
5,Very juicy the chicken  and crispy,1
5,no waiting and good service,1
3,"2024/07/08:
Decent drinks",1
5,Awesome. Get bubble tea and chicken. Yum!,1
5,great place,1
3,icy cold,1
5,Very friendly service.,1
5,tastes so good,1
5,Good boba.,1
5,Tasty,1
5,"I ordered a glass of milk and a piece of fried chicken. After getting the Zhen milk, I took a sip (mm...). The perfect combination of QQ pearls and milk made the Zhen milk extremely delicious. The fried chicken is crispy on the outside and soft on the inside plus hot and sour powder, making the fried chicken rich in layers. Very delicious!
I ordered a cup of boba milk with pearls and a piece of fried chicken. After I got the boba milk, I took a sip (mm...), the seamless combination of pearls and milk made it extremely delicious. The fried chicken is crispy on the outside and soft on the inside, and the hot, sour powder makes the fried chicken rich in layers. Delicious!",0
5,"Delicious, the boss is Taiwanese",1
5,"Very good muffins
They love",1
4,"Good bubble tea, but too sweet for my taste!",0
4,Sooo Sweet! :s,1
5,it is delicious,1
